期号,正码1,正码2,正码3,正码4,正码5,正码6,特码,生肖,波色,大小,单双,开奖时间,正码1生肖,正码2生肖,正码3生肖,正码4生肖,正码5生肖,正码6生肖
20260831371,11,5,36,33,9,6,25,马,蓝波,大,单,2026-08-31 18:30:00,猴,虎,羊,狗,狗,牛
20260831372,19,17,46,34,12,26,20,猪,蓝波,小,双,2026-08-31 18:33:00,鼠,虎,鸡,鸡,羊,蛇
20260831373,30,24,8,43,49,2,48,羊,蓝波,大,双,2026-08-31 18:36:00,牛,羊,猪,鼠,马,蛇
20260831374,43,16,34,37,26,12,1,马,红波,小,单,2026-08-31 18:39:00,鼠,兔,鸡,马,蛇,羊
20260831375,23,47,49,24,20,31,4,兔,蓝波,小,双,2026-08-31 18:42:00,猴,猴,马,羊,猪,鼠
20260831376,31,45,46,14,12,22,4,兔,蓝波,小,双,2026-08-31 18:45:00,鼠,狗,鸡,蛇,羊,鸡
20260831377,34,40,3,16,30,33,19,鼠,红波,小,单,2026-08-31 18:48:00,鸡,兔,龙,兔,牛,狗
20260831378,36,29,7,15,26,40,2,蛇,红波,小,双,2026-08-31 18:51:00,羊,虎,鼠,龙,蛇,兔
20260831379,36,26,48,4,2,40,41,虎,蓝波,大,单,2026-08-31 18:54:00,羊,蛇,羊,兔,蛇,兔
20260831380,44,32,22,11,36,35,26,蛇,蓝波,大,双,2026-08-31 18:57:00,猪,猪,鸡,猴,羊,猴
20260831381,42,10,38,1,14,5,8,猪,红波,小,双,2026-08-31 19:00:00,牛,鸡,蛇,马,蛇,虎
20260831382,20,46,31,36,16,35,33,狗,绿波,大,单,2026-08-31 19:03:00,猪,鸡,鼠,羊,兔,猴
20260831383,40,33,9,43,25,45,8,猪,红波,小,双,2026-08-31 19:06:00,兔,狗,狗,鼠,马,狗
20260831384,19,38,30,12,17,39,22,鸡,绿波,小,双,2026-08-31 19:09:00,鼠,蛇,牛,羊,虎,龙
20260831385,24,20,42,12,43,28,23,猴,红波,小,单,2026-08-31 19:12:00,羊,猪,牛,羊,鼠,兔
20260831386,15,7,32,9,22,28,17,虎,绿波,小,单,2026-08-31 19:15:00,龙,鼠,猪,狗,鸡,兔
20260831387,10,21,20,13,12,18,22,鸡,绿波,小,双,2026-08-31 19:18:00,鸡,狗,猪,马,羊,牛
20260831388,19,45,14,7,4,42,11,猴,绿波,小,单,2026-08-31 19:21:00,鼠,狗,蛇,鼠,兔,牛
20260831389,27,13,38,30,29,40,44,猪,绿波,大,双,2026-08-31 19:24:00,龙,马,蛇,牛,虎,兔
20260831390,38,29,36,32,42,21,12,羊,红波,小,双,2026-08-31 19:27:00,蛇,虎,羊,猪,牛,狗
20260831391,11,43,40,15,27,41,42,牛,蓝波,大,双,2026-08-31 19:30:00,猴,鼠,兔,龙,龙,虎
20260831392,19,20,34,30,38,44,18,牛,红波,小,双,2026-08-31 19:33:00,鼠,猪,鸡,牛,蛇,猪
20260831393,4,36,10,2,33,20,27,龙,绿波,大,单,2026-08-31 19:36:00,兔,羊,鸡,蛇,狗,猪
20260831394,18,43,8,48,33,45,10,鸡,蓝波,小,双,2026-08-31 19:39:00,牛,鼠,猪,羊,狗,狗
20260831395,24,27,31,41,22,34,46,鸡,红波,大,双,2026-08-31 19:42:00,羊,龙,鼠,虎,鸡,鸡
20260831396,48,12,29,2,44,19,7,鼠,红波,小,单,2026-08-31 19:45:00,羊,羊,虎,蛇,猪,鼠
20260831397,31,14,44,46,8,7,22,鸡,绿波,小,双,2026-08-31 19:48:00,鼠,蛇,猪,鸡,猪,鼠
20260831398,36,44,3,1,37,40,8,猪,红波,小,双,2026-08-31 19:51:00,羊,猪,龙,马,马,兔
20260831399,28,16,29,41,18,13,10,鸡,蓝波,小,双,2026-08-31 19:54:00,兔,兔,虎,虎,牛,马
20260831400,11,27,13,26,49,15,28,兔,绿波,大,双,2026-08-31 19:57:00,猴,龙,马,蛇,马,龙
20260831401,49,31,26,13,23,12,38,蛇,绿波,大,双,2026-08-31 20:00:00,马,鼠,蛇,马,猴,羊
20260831402,10,46,15,8,36,29,25,马,蓝波,大,单,2026-08-31 20:03:00,鸡,鸡,龙,猪,羊,虎
20260831403,46,43,21,31,10,17,49,马,绿波,大,单,2026-08-31 20:06:00,鸡,鼠,狗,鼠,鸡,虎
20260831404,2,5,31,43,6,7,14,蛇,蓝波,小,双,2026-08-31 20:09:00,蛇,虎,鼠,鼠,牛,鼠
20260831405,31,17,25,15,13,22,5,虎,绿波,小,单,2026-08-31 20:12:00,鼠,虎,马,龙,马,鸡
20260831406,18,49,29,37,15,24,36,羊,蓝波,大,双,2026-08-31 20:15:00,牛,马,虎,马,龙,羊
20260831407,17,5,49,21,15,7,6,牛,绿波,小,双,2026-08-31 20:18:00,虎,虎,马,狗,龙,鼠
20260831408,7,3,47,13,33,19,22,鸡,绿波,小,双,2026-08-31 20:21:00,鼠,龙,猴,马,狗,鼠
20260831409,25,1,49,20,41,13,45,狗,红波,大,单,2026-08-31 20:24:00,马,马,马,猪,虎,马
20260831410,48,21,33,32,8,39,28,兔,绿波,大,双,2026-08-31 20:27:00,羊,狗,狗,猪,猪,龙
20260831411,42,17,7,20,43,5,49,马,绿波,大,单,2026-08-31 20:30:00,牛,虎,鼠,猪,鼠,虎
20260831412,10,46,36,44,8,21,32,猪,绿波,大,双,2026-08-31 20:33:00,鸡,鸡,羊,猪,猪,狗
20260831413,24,25,8,30,34,28,21,狗,绿波,小,单,2026-08-31 20:36:00,羊,马,猪,牛,鸡,兔
20260831414,36,12,37,26,16,23,40,兔,红波,大,双,2026-08-31 20:39:00,羊,羊,马,蛇,兔,猴
20260831415,49,31,13,4,3,19,17,虎,绿波,小,单,2026-08-31 20:42:00,马,鼠,马,兔,龙,鼠
20260831416,22,3,49,2,5,28,31,鼠,蓝波,大,单,2026-08-31 20:45:00,鸡,龙,马,蛇,虎,兔
20260831417,36,41,5,18,16,7,3,龙,蓝波,小,单,2026-08-31 20:48:00,羊,虎,虎,牛,兔,鼠
20260831418,34,14,43,1,22,36,20,猪,蓝波,小,双,2026-08-31 20:51:00,鸡,蛇,鼠,马,鸡,羊
20260831419,31,33,12,39,17,42,4,兔,蓝波,小,双,2026-08-31 20:54:00,鼠,狗,羊,龙,虎,牛
20260831420,42,32,13,39,10,14,9,狗,蓝波,小,单,2026-08-31 20:57:00,牛,猪,马,龙,鸡,蛇
20260831421,16,20,19,6,17,5,40,兔,红波,大,双,2026-08-31 21:00:00,兔,猪,鼠,牛,虎,虎
20260831422,29,7,44,19,25,35,27,龙,绿波,大,单,2026-08-31 21:03:00,虎,鼠,猪,鼠,马,猴
20260831423,12,23,7,24,32,35,5,虎,绿波,小,单,2026-08-31 21:06:00,羊,猴,鼠,羊,猪,猴
20260831424,15,34,29,2,48,12,17,虎,绿波,小,单,2026-08-31 21:09:00,龙,鸡,虎,蛇,羊,羊
20260831425,48,9,22,41,6,29,25,马,蓝波,大,单,2026-08-31 21:12:00,羊,狗,鸡,虎,牛,虎
20260831426,48,6,4,13,42,21,24,羊,红波,小,双,2026-08-31 21:15:00,羊,牛,兔,马,牛,狗
20260831427,12,45,47,20,34,3,26,蛇,蓝波,大,双,2026-08-31 21:18:00,羊,狗,猴,猪,鸡,龙
20260831428,13,38,32,5,23,24,10,鸡,蓝波,小,双,2026-08-31 21:21:00,马,蛇,猪,虎,猴,羊
20260831429,11,32,26,40,8,34,41,虎,蓝波,大,单,2026-08-31 21:24:00,猴,猪,蛇,兔,猪,鸡
20260831430,5,40,25,48,16,35,8,猪,红波,小,双,2026-08-31 21:27:00,虎,兔,马,羊,兔,猴
20260831431,11,45,21,39,9,37,3,龙,蓝波,小,单,2026-08-31 21:30:00,猴,狗,狗,龙,狗,马
20260831432,4,49,17,47,48,33,46,鸡,红波,大,双,2026-08-31 21:33:00,兔,马,虎,猴,羊,狗
20260831433,6,40,5,47,19,4,13,马,红波,小,单,2026-08-31 21:36:00,牛,兔,虎,猴,鼠,兔
20260831434,17,34,18,14,12,31,1,马,红波,小,单,2026-08-31 21:39:00,虎,鸡,牛,蛇,羊,鼠
20260831435,44,23,22,11,16,28,18,牛,红波,小,双,2026-08-31 21:42:00,猪,猴,鸡,猴,兔,兔
20260831436,22,13,26,17,23,29,20,猪,蓝波,小,双,2026-08-31 21:45:00,鸡,马,蛇,虎,猴,虎
20260831437,19,35,6,28,22,8,24,羊,红波,小,双,2026-08-31 21:48:00,鼠,猴,牛,兔,鸡,猪
20260831438,1,4,37,10,41,43,21,狗,绿波,小,单,2026-08-31 21:51:00,马,兔,马,鸡,虎,鼠
20260831439,7,19,39,48,6,5,13,马,红波,小,单,2026-08-31 21:54:00,鼠,鼠,龙,羊,牛,虎
20260831440,47,31,41,23,48,4,28,兔,绿波,大,双,2026-08-31 21:57:00,猴,鼠,虎,猴,羊,兔
20260831441,27,10,25,49,4,30,20,猪,蓝波,小,双,2026-08-31 22:00:00,龙,鸡,马,马,兔,牛
20260831442,25,20,41,10,35,4,28,兔,绿波,大,双,2026-08-31 22:03:00,马,猪,虎,鸡,猴,兔
20260831443,13,22,49,5,7,15,39,龙,绿波,大,单,2026-08-31 22:06:00,马,鸡,马,虎,鼠,龙
20260831444,22,16,6,24,46,2,10,鸡,蓝波,小,双,2026-08-31 22:09:00,鸡,兔,牛,羊,鸡,蛇
20260831445,36,41,38,30,48,17,21,狗,绿波,小,单,2026-08-31 22:12:00,羊,虎,蛇,牛,羊,虎
20260831446,5,22,3,2,25,49,40,兔,红波,大,双,2026-08-31 22:15:00,虎,鸡,龙,蛇,马,马
20260831447,46,11,48,3,1,26,12,羊,红波,小,双,2026-08-31 22:18:00,鸡,猴,羊,龙,马,蛇
20260831448,4,11,21,38,46,34,41,虎,蓝波,大,单,2026-08-31 22:21:00,兔,猴,狗,蛇,鸡,鸡
20260831449,7,9,8,24,48,35,26,蛇,蓝波,大,双,2026-08-31 22:24:00,鼠,狗,猪,羊,羊,猴
20260831450,44,7,24,37,17,2,47,猴,蓝波,大,单,2026-08-31 22:27:00,猪,鼠,羊,马,虎,蛇
20260831451,32,44,18,7,19,11,2,蛇,红波,小,双,2026-08-31 22:30:00,猪,猪,牛,鼠,鼠,猴
20260831452,41,44,17,45,6,10,48,羊,蓝波,大,双,2026-08-31 22:33:00,虎,猪,虎,狗,牛,鸡
20260831453,37,15,31,34,21,35,38,蛇,绿波,大,双,2026-08-31 22:36:00,马,龙,鼠,鸡,狗,猴
20260831454,46,2,37,12,24,15,33,狗,绿波,大,单,2026-08-31 22:39:00,鸡,蛇,马,羊,羊,龙
20260831455,43,5,3,48,11,26,12,羊,红波,小,双,2026-08-31 22:42:00,鼠,虎,龙,羊,猴,蛇
20260831456,41,33,34,4,7,16,36,羊,蓝波,大,双,2026-08-31 22:45:00,虎,狗,鸡,兔,鼠,兔
20260831457,29,30,41,28,8,19,24,羊,红波,小,双,2026-08-31 22:48:00,虎,牛,虎,兔,猪,鼠
20260831458,34,21,24,35,17,26,40,兔,红波,大,双,2026-08-31 22:51:00,鸡,狗,羊,猴,虎,蛇
20260831459,37,19,10,49,32,2,42,牛,蓝波,大,双,2026-08-31 22:54:00,马,鼠,鸡,马,猪,蛇
20260831460,41,10,9,3,40,29,6,牛,绿波,小,双,2026-08-31 22:57:00,虎,鸡,狗,龙,兔,虎
20260831461,17,5,29,13,26,33,24,羊,红波,小,双,2026-08-31 23:00:00,虎,虎,虎,马,蛇,狗
20260831462,27,6,46,43,15,1,29,虎,红波,大,单,2026-08-31 23:03:00,龙,牛,鸡,鼠,龙,马
20260831463,34,7,20,11,10,14,22,鸡,绿波,小,双,2026-08-31 23:06:00,鸡,鼠,猪,猴,鸡,蛇
20260831464,45,14,39,8,41,26,49,马,绿波,大,单,2026-08-31 23:09:00,狗,蛇,龙,猪,虎,蛇
20260831465,35,23,31,27,44,39,3,龙,蓝波,小,单,2026-08-31 23:12:00,猴,猴,鼠,龙,猪,龙
20260831466,31,34,13,4,32,42,44,猪,绿波,大,双,2026-08-31 23:15:00,鼠,鸡,马,兔,猪,牛
20260831467,18,35,7,38,6,49,11,猴,绿波,小,单,2026-08-31 23:18:00,牛,猴,鼠,蛇,牛,马
20260831468,8,16,15,7,13,28,47,猴,蓝波,大,单,2026-08-31 23:21:00,猪,兔,龙,鼠,马,兔
20260831469,6,41,30,43,26,23,44,猪,绿波,大,双,2026-08-31 23:24:00,牛,虎,牛,鼠,蛇,猴
20260831470,24,48,39,49,18,26,5,虎,绿波,小,单,2026-08-31 23:27:00,羊,羊,龙,马,牛,蛇
20260831471,10,44,9,32,18,34,8,猪,红波,小,双,2026-08-31 23:30:00,鸡,猪,狗,猪,牛,鸡
20260831472,38,41,32,28,25,42,49,马,绿波,大,单,2026-08-31 23:33:00,蛇,虎,猪,兔,马,牛
20260831473,24,39,6,5,23,22,49,马,绿波,大,单,2026-08-31 23:36:00,羊,龙,牛,虎,猴,鸡
20260831474,23,29,1,33,32,25,12,羊,红波,小,双,2026-08-31 23:39:00,猴,虎,马,狗,猪,马
20260831475,32,8,43,30,36,41,20,猪,蓝波,小,双,2026-08-31 23:42:00,猪,猪,鼠,牛,羊,虎
20260831476,47,24,23,19,16,21,35,猴,红波,大,单,2026-08-31 23:45:00,猴,羊,猴,鼠,兔,狗
20260831477,24,47,40,14,26,37,27,龙,绿波,大,单,2026-08-31 23:48:00,羊,猴,兔,蛇,蛇,马
20260831478,9,4,27,29,36,47,45,狗,红波,大,单,2026-08-31 23:51:00,狗,兔,龙,虎,羊,猴
20260831479,17,3,46,26,37,30,16,兔,绿波,小,双,2026-08-31 23:54:00,虎,龙,鸡,蛇,马,牛
20260831480,28,33,35,48,19,31,18,牛,红波,小,双,2026-08-31 23:57:00,兔,狗,猴,羊,鼠,鼠
20260901001,36,1,19,5,13,8,35,猴,红波,大,单,2026-09-01 00:00:00,羊,马,鼠,虎,马,猪
20260901002,32,23,13,8,47,5,11,猴,绿波,小,单,2026-09-01 00:03:00,猪,猴,马,猪,猴,虎
20260901003,36,33,44,15,12,19,38,蛇,绿波,大,双,2026-09-01 00:06:00,羊,狗,猪,龙,羊,鼠
20260901004,40,26,18,8,15,43,49,马,绿波,大,单,2026-09-01 00:09:00,兔,蛇,牛,猪,龙,鼠
20260901005,20,34,38,18,46,26,47,猴,蓝波,大,单,2026-09-01 00:12:00,猪,鸡,蛇,牛,鸡,蛇
20260901006,28,42,35,34,10,5,32,猪,绿波,大,双,2026-09-01 00:15:00,兔,牛,猴,鸡,鸡,虎
20260901007,29,12,17,39,11,43,26,蛇,蓝波,大,双,2026-09-01 00:18:00,虎,羊,虎,龙,猴,鼠
20260901008,9,1,43,19,42,24,30,牛,红波,大,双,2026-09-01 00:21:00,狗,马,鼠,鼠,牛,羊
20260901009,27,3,43,48,15,11,17,虎,绿波,小,单,2026-09-01 00:24:00,龙,龙,鼠,羊,龙,猴
20260901010,16,8,13,9,40,34,5,虎,绿波,小,单,2026-09-01 00:27:00,兔,猪,马,狗,兔,鸡
20260901011,12,14,35,24,39,36,10,鸡,蓝波,小,双,2026-09-01 00:30:00,羊,蛇,猴,羊,龙,羊
20260901012,17,3,20,7,8,30,16,兔,绿波,小,双,2026-09-01 00:33:00,虎,龙,猪,鼠,猪,牛
20260901013,2,9,41,22,35,14,26,蛇,蓝波,大,双,2026-09-01 00:36:00,蛇,狗,虎,鸡,猴,蛇
20260901014,20,12,21,30,24,35,28,兔,绿波,大,双,2026-09-01 00:39:00,猪,羊,狗,牛,羊,猴
20260901015,36,29,43,10,13,5,32,猪,绿波,大,双,2026-09-01 00:42:00,羊,虎,鼠,鸡,马,虎
20260901016,15,2,7,19,6,42,12,羊,红波,小,双,2026-09-01 00:45:00,龙,蛇,鼠,鼠,牛,牛
20260901017,49,17,43,39,21,4,10,鸡,蓝波,小,双,2026-09-01 00:48:00,马,虎,鼠,龙,狗,兔
20260901018,3,47,9,37,19,7,48,羊,蓝波,大,双,2026-09-01 00:51:00,龙,猴,狗,马,鼠,鼠
20260901019,41,33,11,9,25,42,40,兔,红波,大,双,2026-09-01 00:54:00,虎,狗,猴,狗,马,牛
20260901020,38,9,48,35,46,6,31,鼠,蓝波,大,单,2026-09-01 00:57:00,蛇,狗,羊,猴,鸡,牛
20260901021,28,16,47,2,21,12,30,牛,红波,大,双,2026-09-01 01:00:00,兔,兔,猴,蛇,狗,羊
20260901022,3,13,35,17,29,40,31,鼠,蓝波,大,单,2026-09-01 01:03:00,龙,马,猴,虎,虎,兔
20260901023,17,6,38,20,16,33,27,龙,绿波,大,单,2026-09-01 01:06:00,虎,牛,蛇,猪,兔,狗
20260901024,43,45,41,21,19,25,33,狗,绿波,大,单,2026-09-01 01:09:00,鼠,狗,虎,狗,鼠,马
20260901025,20,43,34,12,2,22,18,牛,红波,小,双,2026-09-01 01:12:00,猪,鼠,鸡,羊,蛇,鸡
20260901026,29,3,27,15,1,10,22,鸡,绿波,小,双,2026-09-01 01:15:00,虎,龙,龙,龙,马,鸡
20260901027,32,14,33,1,16,31,37,马,蓝波,大,单,2026-09-01 01:18:00,猪,蛇,狗,马,兔,鼠
20260901028,25,43,33,23,37,26,18,牛,红波,小,双,2026-09-01 01:21:00,马,鼠,狗,猴,马,蛇
20260901029,5,8,42,21,17,30,31,鼠,蓝波,大,单,2026-09-01 01:24:00,虎,猪,牛,狗,虎,牛
20260901030,43,32,9,21,42,25,8,猪,红波,小,双,2026-09-01 01:27:00,鼠,猪,狗,狗,牛,马
20260901031,11,42,14,38,2,20,5,虎,绿波,小,单,2026-09-01 01:30:00,猴,牛,蛇,蛇,蛇,猪
20260901032,44,39,19,12,36,25,49,马,绿波,大,单,2026-09-01 01:33:00,猪,龙,鼠,羊,羊,马
20260901033,49,6,11,17,45,15,32,猪,绿波,大,双,2026-09-01 01:36:00,马,牛,猴,虎,狗,龙
20260901034,13,10,32,24,28,39,22,鸡,绿波,小,双,2026-09-01 01:39:00,马,鸡,猪,羊,兔,龙
20260901035,32,30,49,48,6,43,13,马,红波,小,单,2026-09-01 01:42:00,猪,牛,马,羊,牛,鼠
20260901036,21,40,30,1,2,8,28,兔,绿波,大,双,2026-09-01 01:45:00,狗,兔,牛,马,蛇,猪
20260901037,21,8,39,25,44,4,36,羊,蓝波,大,双,2026-09-01 01:48:00,狗,猪,龙,马,猪,兔
20260901038,21,3,17,32,28,36,6,牛,绿波,小,双,2026-09-01 01:51:00,狗,龙,虎,猪,兔,羊
20260901039,17,44,30,46,48,35,15,龙,蓝波,小,单,2026-09-01 01:54:00,虎,猪,牛,鸡,羊,猴
20260901040,49,9,11,35,36,15,2,蛇,红波,小,双,2026-09-01 01:57:00,马,狗,猴,猴,羊,龙
20260901041,25,48,37,39,46,14,23,猴,红波,小,单,2026-09-01 02:00:00,马,羊,马,龙,鸡,蛇
20260901042,21,13,45,23,12,22,27,龙,绿波,大,单,2026-09-01 02:03:00,狗,马,狗,猴,羊,鸡
20260901043,10,39,1,12,49,26,22,鸡,绿波,小,双,2026-09-01 02:06:00,鸡,龙,马,羊,马,蛇
20260901044,23,37,34,13,44,26,24,羊,红波,小,双,2026-09-01 02:09:00,猴,马,鸡,马,猪,蛇
20260901045,18,34,26,5,25,39,30,牛,红波,大,双,2026-09-01 02:12:00,牛,鸡,蛇,虎,马,龙
20260901046,5,16,13,47,2,43,20,猪,蓝波,小,双,2026-09-01 02:15:00,虎,兔,马,猴,蛇,鼠
20260901047,23,25,31,7,15,26,9,狗,蓝波,小,单,2026-09-01 02:18:00,猴,马,鼠,鼠,龙,蛇
20260901048,8,5,29,38,48,23,35,猴,红波,大,单,2026-09-01 02:21:00,猪,虎,虎,蛇,羊,猴
20260901049,1,36,21,24,6,2,28,兔,绿波,大,双,2026-09-01 02:24:00,马,羊,狗,羊,牛,蛇
20260901050,48,1,18,39,38,45,41,虎,蓝波,大,单,2026-09-01 02:27:00,羊,马,牛,龙,蛇,狗
20260901051,20,6,27,29,4,11,33,狗,绿波,大,单,2026-09-01 02:30:00,猪,牛,龙,虎,兔,猴
20260901052,18,23,22,34,45,7,35,猴,红波,大,单,2026-09-01 02:33:00,牛,猴,鸡,鸡,狗,鼠
20260901053,8,28,25,20,26,30,40,兔,红波,大,双,2026-09-01 02:36:00,猪,兔,马,猪,蛇,牛
20260901054,42,48,30,8,34,21,19,鼠,红波,小,单,2026-09-01 02:39:00,牛,羊,牛,猪,鸡,狗
20260901055,31,37,48,19,34,27,38,蛇,绿波,大,双,2026-09-01 02:42:00,鼠,马,羊,鼠,鸡,龙
20260901056,37,36,11,38,48,4,45,狗,红波,大,单,2026-09-01 02:45:00,马,羊,猴,蛇,羊,兔
20260901057,20,38,5,34,40,49,7,鼠,红波,小,单,2026-09-01 02:48:00,猪,蛇,虎,鸡,兔,马
20260901058,46,20,23,48,22,42,47,猴,蓝波,大,单,2026-09-01 02:51:00,鸡,猪,猴,羊,鸡,牛
20260901059,38,20,1,5,2,35,26,蛇,蓝波,大,双,2026-09-01 02:54:00,蛇,猪,马,虎,蛇,猴
20260901060,4,24,28,46,38,31,48,羊,蓝波,大,双,2026-09-01 02:57:00,兔,羊,兔,鸡,蛇,鼠
20260901061,38,12,20,48,13,16,47,猴,蓝波,大,单,2026-09-01 03:00:00,蛇,羊,猪,羊,马,兔
20260901062,32,45,46,24,1,42,26,蛇,蓝波,大,双,2026-09-01 03:03:00,猪,狗,鸡,羊,马,牛
20260901063,10,7,40,23,33,5,32,猪,绿波,大,双,2026-09-01 03:06:00,鸡,鼠,兔,猴,狗,虎
20260901064,44,22,5,23,15,38,36,羊,蓝波,大,双,2026-09-01 03:09:00,猪,鸡,虎,猴,龙,蛇
20260901065,18,44,19,10,5,6,9,狗,蓝波,小,单,2026-09-01 03:12:00,牛,猪,鼠,鸡,虎,牛
20260901066,25,29,27,18,49,9,17,虎,绿波,小,单,2026-09-01 03:15:00,马,虎,龙,牛,马,狗
20260901067,16,28,6,40,24,29,48,羊,蓝波,大,双,2026-09-01 03:18:00,兔,兔,牛,兔,羊,虎
20260901068,10,35,20,18,17,40,3,龙,蓝波,小,单,2026-09-01 03:21:00,鸡,猴,猪,牛,虎,兔
20260901069,2,28,32,10,41,49,40,兔,红波,大,双,2026-09-01 03:24:00,蛇,兔,猪,鸡,虎,马
20260901070,46,32,35,33,45,22,24,羊,红波,小,双,2026-09-01 03:27:00,鸡,猪,猴,狗,狗,鸡
20260901071,40,22,24,47,35,18,27,龙,绿波,大,单,2026-09-01 03:30:00,兔,鸡,羊,猴,猴,牛
20260901072,49,7,47,24,19,16,20,猪,蓝波,小,双,2026-09-01 03:33:00,马,鼠,猴,羊,鼠,兔
20260901073,18,17,31,40,41,34,45,狗,红波,大,单,2026-09-01 03:36:00,牛,虎,鼠,兔,虎,鸡
20260901074,10,26,47,6,3,18,13,马,红波,小,单,2026-09-01 03:39:00,鸡,蛇,猴,牛,龙,牛
20260901075,12,49,41,8,30,27,20,猪,蓝波,小,双,2026-09-01 03:42:00,羊,马,虎,猪,牛,龙
20260901076,31,40,32,1,29,45,35,猴,红波,大,单,2026-09-01 03:45:00,鼠,兔,猪,马,虎,狗
20260901077,25,13,9,40,8,5,20,猪,蓝波,小,双,2026-09-01 03:48:00,马,马,狗,兔,猪,虎
20260901078,25,9,16,19,42,38,18,牛,红波,小,双,2026-09-01 03:51:00,马,狗,兔,鼠,牛,蛇
20260901079,37,39,43,9,12,6,32,猪,绿波,大,双,2026-09-01 03:54:00,马,龙,鼠,狗,羊,牛
20260901080,20,10,42,24,8,19,37,马,蓝波,大,单,2026-09-01 03:57:00,猪,鸡,牛,羊,猪,鼠
20260901081,25,2,13,22,36,46,12,羊,红波,小,双,2026-09-01 04:00:00,马,蛇,马,鸡,羊,鸡
20260901082,49,25,32,38,7,27,45,狗,红波,大,单,2026-09-01 04:03:00,马,马,猪,蛇,鼠,龙
20260901083,31,10,45,6,23,9,15,龙,蓝波,小,单,2026-09-01 04:06:00,鼠,鸡,狗,牛,猴,狗
20260901084,42,24,41,31,28,18,45,狗,红波,大,单,2026-09-01 04:09:00,牛,羊,虎,鼠,兔,牛
20260901085,43,27,16,21,3,34,24,羊,红波,小,双,2026-09-01 04:12:00,鼠,龙,兔,狗,龙,鸡
20260901086,30,14,4,46,39,29,19,鼠,红波,小,单,2026-09-01 04:15:00,牛,蛇,兔,鸡,龙,虎
20260901087,46,32,5,49,1,37,16,兔,绿波,小,双,2026-09-01 04:18:00,鸡,猪,虎,马,马,马
20260901088,3,42,23,43,47,29,8,猪,红波,小,双,2026-09-01 04:21:00,龙,牛,猴,鼠,猴,虎
20260901089,27,21,13,34,14,26,3,龙,蓝波,小,单,2026-09-01 04:24:00,龙,狗,马,鸡,蛇,蛇
20260901090,39,46,10,29,21,30,49,马,绿波,大,单,2026-09-01 04:27:00,龙,鸡,鸡,虎,狗,牛
20260901091,27,17,46,48,37,22,12,羊,红波,小,双,2026-09-01 04:30:00,龙,虎,鸡,羊,马,鸡
20260901092,23,8,6,31,38,17,18,牛,红波,小,双,2026-09-01 04:33:00,猴,猪,牛,鼠,蛇,虎
20260901093,36,29,3,33,2,12,47,猴,蓝波,大,单,2026-09-01 04:36:00,羊,虎,龙,狗,蛇,羊
20260901094,14,41,19,7,39,40,46,鸡,红波,大,双,2026-09-01 04:39:00,蛇,虎,鼠,鼠,龙,兔
20260901095,28,6,35,36,21,17,40,兔,红波,大,双,2026-09-01 04:42:00,兔,牛,猴,羊,狗,虎
20260901096,10,36,34,11,28,32,27,龙,绿波,大,单,2026-09-01 04:45:00,鸡,羊,鸡,猴,兔,猪
20260901097,11,21,40,12,5,44,47,猴,蓝波,大,单,2026-09-01 04:48:00,猴,狗,兔,羊,虎,猪
20260901098,49,26,1,4,45,10,29,虎,红波,大,单,2026-09-01 04:51:00,马,蛇,马,兔,狗,鸡
20260901099,16,47,38,29,8,10,26,蛇,蓝波,大,双,2026-09-01 04:54:00,兔,猴,蛇,虎,猪,鸡
20260901100,34,24,6,15,37,19,5,虎,绿波,小,单,2026-09-01 04:57:00,鸡,羊,牛,龙,马,鼠
20260901101,3,13,49,4,15,12,44,猪,绿波,大,双,2026-09-01 05:00:00,龙,马,马,兔,龙,羊
20260901102,6,1,45,23,31,33,16,兔,绿波,小,双,2026-09-01 05:03:00,牛,马,狗,猴,鼠,狗
20260901103,43,48,11,20,37,15,31,鼠,蓝波,大,单,2026-09-01 05:06:00,鼠,羊,猴,猪,马,龙
20260901104,31,10,8,42,46,22,48,羊,蓝波,大,双,2026-09-01 05:09:00,鼠,鸡,猪,牛,鸡,鸡
20260901105,36,49,4,43,40,16,46,鸡,红波,大,双,2026-09-01 05:12:00,羊,马,兔,鼠,兔,兔
20260901106,13,27,24,40,43,28,16,兔,绿波,小,双,2026-09-01 05:15:00,马,龙,羊,兔,鼠,兔
20260901107,47,25,7,10,6,14,32,猪,绿波,大,双,2026-09-01 05:18:00,猴,马,鼠,鸡,牛,蛇
20260901108,25,13,15,6,2,27,11,猴,绿波,小,单,2026-09-01 05:21:00,马,马,龙,牛,蛇,龙
20260901109,12,48,39,44,20,23,4,兔,蓝波,小,双,2026-09-01 05:24:00,羊,羊,龙,猪,猪,猴
20260901110,15,48,42,32,11,47,46,鸡,红波,大,双,2026-09-01 05:27:00,龙,羊,牛,猪,猴,猴
20260901111,33,31,5,8,6,3,26,蛇,蓝波,大,双,2026-09-01 05:30:00,狗,鼠,虎,猪,牛,龙
20260901112,18,48,44,30,6,47,46,鸡,红波,大,双,2026-09-01 05:33:00,牛,羊,猪,牛,牛,猴
20260901113,19,31,48,30,4,28,7,鼠,红波,小,单,2026-09-01 05:36:00,鼠,鼠,羊,牛,兔,兔
20260901114,20,29,33,18,39,10,37,马,蓝波,大,单,2026-09-01 05:39:00,猪,虎,狗,牛,龙,鸡
